idx,Date,Time,Temp,pH,DO,EC,,,
2093,4/9/2023,18:28:37,27.27,8.66,12.385,1517,,,
2094,4/9/2023,18:23:36,27.3,8.74,12.536,1517,,,
2095,4/9/2023,18:18:36,27.32,8.74,14.133,1510,,,
2096,4/9/2023,18:13:36,26.87,8.77,13.311,1510,,,
2097,4/9/2023,18:08:36,27.26,8.8,12.959,1517,,,
2098,4/9/2023,18:03:36,27.13,8.8,13.2,1517,,,
2099,4/9/2023,17:53:37,27.27,8.85,12.93,1510,,,
2100,4/9/2023,17:48:36,27.27,8.87,13.513,1510,,,
2101,4/9/2023,17:43:36,27.27,8.88,12.332,1510,,,
2102,4/9/2023,17:38:36,27.28,8.89,14.483,1510,,,
2103,4/9/2023,17:33:36,27.31,8.91,13.841,1510,,,
2104,4/9/2023,17:28:36,27.27,8.95,13.105,1510,,,
2105,4/9/2023,17:23:36,27.34,8.99,15.189,1517,,,
2106,4/9/2023,17:18:36,27.48,8.95,14.157,1510,,,
2107,4/9/2023,17:13:36,27.31,9,14.403,1517,,,
2108,4/9/2023,17:08:36,27.45,8.95,14.534,1504,,,
2109,4/9/2023,17:03:36,27.26,9,14.563,1510,,,
2110,4/9/2023,16:58:36,27.54,9.04,14.46,1510,,,
2111,4/9/2023,16:53:36,27.59,8.96,15.043,1511,,,
2112,4/9/2023,16:48:36,27.49,9.04,14.905,1504,,,
2113,4/9/2023,16:43:36,27.34,8.95,16.339,1504,,,
2114,4/9/2023,16:38:36,27.45,9.03,14.949,1511,,,
2115,4/9/2023,16:33:36,27.45,9.02,14.993,1504,,,
2116,4/9/2023,16:28:36,27.39,9.05,15.124,1511,,,
2117,4/9/2023,16:23:36,27.43,9.07,14.138,1511,,,
2118,4/9/2023,16:18:36,27.42,9.02,14.81,1504,,,
2119,4/9/2023,16:13:36,27.49,9.06,15.211,1504,,,
2120,4/9/2023,16:08:36,27.5,9.07,15.368,1511,,,
2121,4/9/2023,16:03:36,27.48,9.08,14.759,1511,,,
2122,4/9/2023,15:58:36,27.56,9.07,16.049,1511,,,
2123,4/9/2023,15:53:36,27.61,9.09,16.44,1511,,,
2124,4/9/2023,15:48:36,27.42,9.1,14.475,1511,,,
2125,4/9/2023,15:43:36,27.43,9.11,15.78,1511,,,
2126,4/9/2023,15:38:36,27.6,9.1,15.983,1511,,,
2127,4/9/2023,15:33:36,27.56,9.09,16.887,1511,,,
2128,4/9/2023,15:28:36,27.1,9.1,15.322,1511,,,
2129,4/9/2023,15:18:36,27.52,9.09,15.094,1511,,,
2130,4/9/2023,15:13:37,27.59,9.08,15.983,1517,,,
2131,4/9/2023,15:08:36,27.6,9.07,16.741,1517,,,
2132,4/9/2023,15:03:36,27.47,9.1,16.37,1511,,,
2133,4/9/2023,14:58:36,27.5,9.11,18.141,1517,,,
2134,4/9/2023,14:53:36,27.8,9.08,16.143,1511,,,
2135,4/9/2023,14:48:36,27.42,9.09,16.509,1511,,,
2136,4/9/2023,14:43:36,27.47,9.1,17.522,1511,,,
2137,4/9/2023,14:38:36,27.4,9.05,17.376,1517,,,
2138,4/9/2023,14:33:36,27.34,9.09,16.874,1511,,,
2139,4/9/2023,14:28:36,27.26,9.09,16.816,1511,,,
2140,4/9/2023,14:23:36,27.44,9.07,16.8,1511,,,
2141,4/9/2023,14:18:36,27.52,9.1,17.128,1504,,,
2142,4/9/2023,14:13:36,27.33,9.09,17.013,1517,,,
2143,4/9/2023,14:08:36,27.42,9.05,17.903,1517,,,
2144,4/9/2023,14:03:36,27.37,9.08,16.504,1517,,,
2145,4/9/2023,13:58:36,27.47,9.03,16.925,1510,,,
2146,4/9/2023,13:53:36,27.25,9.03,16.86,1510,,,
2147,4/9/2023,13:48:36,27.6,9.06,15.867,1510,,,
2148,4/9/2023,13:38:36,27.3,9.02,17.873,1516,,,
2149,4/9/2023,13:33:36,27.19,8.97,16.857,1523,,,
2150,4/9/2023,13:28:36,27.13,9.02,12.908,1523,,,
2151,4/9/2023,13:18:37,27.12,8.98,16.795,1523,,,
2152,4/9/2023,13:13:36,27.33,9.01,17.508,1523,,,
2153,4/9/2023,13:08:36,27.15,8.95,17.052,1516,,,
2154,4/9/2023,13:03:36,27.15,8.99,16.904,1516,,,
2155,4/9/2023,12:58:36,27.13,8.97,16.926,1520,,,
2156,4/9/2023,12:53:36,27.07,8.96,17.786,1516,,,
2157,4/9/2023,12:48:36,27.06,8.95,17.218,1520,,,
2158,4/9/2023,12:43:36,26.99,8.93,17.386,1516,,,
2159,4/9/2023,12:38:44,27.08,8.9,16.785,1520,,,
2160,4/9/2023,12:33:36,26.98,8.88,16.409,1520,,,
2161,4/9/2023,12:28:36,26.83,8.94,17.204,1516,,,
2162,4/9/2023,12:23:36,27.03,8.92,17.514,1523,,,
2163,4/9/2023,12:13:36,27.02,8.87,17.24,1516,,,
2164,4/9/2023,12:08:36,26.93,8.81,16.584,1520,,,
2165,4/9/2023,12:03:36,26.75,8.8,16.629,1508,,,
2166,4/9/2023,11:58:36,26.73,8.81,16.184,1508,,,
2167,4/9/2023,11:53:36,26.71,8.85,16.848,1508,,,
2168,4/9/2023,11:48:36,26.5,8.79,16.425,1508,,,
2169,4/9/2023,11:43:36,26.58,8.81,17.366,1501,,,
2170,4/9/2023,11:38:36,26.62,8.75,15.71,1508,,,
2171,4/9/2023,11:33:36,26.42,8.74,16.688,1508,,,
2172,4/9/2023,11:28:36,26.59,8.74,16.838,1508,,,
2173,4/9/2023,11:23:36,26.84,8.7,17.117,1508,,,
2174,4/9/2023,11:18:36,26.49,8.75,17.089,1508,,,
2175,4/9/2023,11:13:36,26.46,8.75,16.87,1501,,,
2176,4/9/2023,11:08:38,26.49,8.7,17.794,1501,,,
2177,4/9/2023,11:03:36,26.61,8.71,15.907,1501,,,
2178,4/9/2023,10:58:36,26.39,8.65,15.383,1501,,,
2179,4/9/2023,10:53:36,26.4,8.65,16.448,1501,,,
2180,4/9/2023,10:43:36,26.27,8.59,15.96,1501,,,
2181,4/9/2023,10:38:36,26.18,8.55,15.909,1501,,,
2182,4/9/2023,10:28:36,26.14,8.49,16.711,1501,,,
2183,4/9/2023,10:23:36,26.15,8.47,15.374,1501,,,
2184,4/9/2023,10:18:36,26.18,8.53,15.315,1494,,,
2185,4/9/2023,10:13:36,25.96,8.47,16.056,1494,,,
2186,4/9/2023,10:08:36,26.1,8.45,15.866,1494,,,
2187,4/9/2023,10:03:36,26.03,8.45,14.721,1494,,,
2188,4/9/2023,9:58:36,26.11,8.41,15.042,1494,,,
2189,4/9/2023,9:53:36,26.08,8.42,15.892,1494,,,
2190,4/9/2023,9:48:36,26.1,8.36,15.465,1494,,,
2191,4/9/2023,9:43:36,26.04,8.39,15.633,1494,,,
2192,4/9/2023,9:38:36,26.18,8.35,15.129,1494,,,
2193,4/9/2023,9:33:36,26.03,8.33,14.429,1494,,,
2194,4/9/2023,9:28:36,25.96,8.33,14.969,1494,,,
2195,4/9/2023,9:18:36,25.84,8.3,14.598,1494,,,
2196,4/9/2023,9:13:36,25.89,8.25,14.823,1494,,,
2197,4/9/2023,9:08:37,25.95,8.2,15.225,1494,,,
2198,4/9/2023,9:03:36,25.91,8.17,14.62,1494,,,
2199,4/9/2023,8:58:41,25.82,8.18,15.444,1494,,,
2200,4/9/2023,8:53:36,25.78,8.15,14.62,1494,,,
2201,4/9/2023,8:48:36,25.88,8.15,14.51,1486,,,
2202,4/9/2023,8:43:36,25.82,8.11,14.248,1486,,,
2203,4/9/2023,8:38:36,25.9,8.06,14.357,1486,,,
2204,4/9/2023,8:28:36,25.78,8.08,13.635,1486,,,
2205,4/9/2023,8:23:36,25.7,8.06,13.73,1485,,,
2206,4/9/2023,8:18:36,26.09,8.02,13.576,1481,,,
2207,4/9/2023,8:13:36,25.91,8.04,13.409,1481,,,
2208,4/9/2023,8:08:36,25.8,8.02,13.577,1481,,,
2209,4/9/2023,8:03:36,25.87,8.01,13.132,1481,,,
2210,4/9/2023,7:58:36,25.85,7.95,13.292,1481,,,
2211,4/9/2023,7:53:36,25.76,7.95,13.191,1481,,,
2212,4/9/2023,7:48:36,25.77,7.91,13.164,1481,,,
2213,4/9/2023,7:43:36,25.82,7.9,12.782,1481,,,
2214,4/9/2023,7:38:36,25.83,7.85,13.431,1481,,,
2215,4/9/2023,7:33:36,25.78,7.88,12.191,1481,,,
2216,4/9/2023,7:28:37,25.85,7.83,10.879,1481,,,
2217,4/9/2023,7:23:36,25.81,7.81,11.959,1481,,,
2218,4/9/2023,7:18:36,25.84,7.82,12.105,1481,,,
2219,4/9/2023,7:13:36,25.75,7.79,11.595,1481,,,
2220,4/9/2023,7:08:36,25.71,7.81,11.375,1481,,,
2221,4/9/2023,7:03:36,25.7,7.8,11.688,1481,,,
2222,4/9/2023,6:58:36,25.65,7.82,11.849,1481,,,
2223,4/9/2023,6:53:36,25.71,7.8,11.958,1481,,,
2224,4/9/2023,6:48:36,25.81,7.8,11.375,1481,,,
2225,4/9/2023,6:43:36,25.72,7.78,11.23,1481,,,
2226,4/9/2023,6:38:36,25.53,7.79,10.924,1481,,,
2227,4/9/2023,6:33:36,25.86,7.76,10.981,1481,,,
2228,4/9/2023,6:28:36,25.73,7.78,11.309,1481,,,
2229,4/9/2023,6:23:36,25.87,7.78,10.339,1475,,,
2230,4/9/2023,6:18:36,25.71,7.76,11.12,1481,,,
2231,4/9/2023,6:13:36,25.8,7.76,11.032,1481,,,
2232,4/9/2023,6:08:36,25.72,7.77,10.887,1481,,,
2233,4/9/2023,6:03:36,25.85,7.78,10.74,1481,,,
2234,4/9/2023,5:58:36,25.88,7.79,10.572,1481,,,
2235,4/9/2023,5:53:36,25.74,7.78,11.171,1481,,,
2236,4/9/2023,5:48:36,25.92,7.78,11.542,1481,,,
2237,4/9/2023,5:43:36,25.82,7.78,9.252,1481,,,
2238,4/9/2023,5:38:36,26.07,7.8,10.981,1481,,,
2239,4/9/2023,5:33:36,25.92,7.77,11.017,1481,,,
2240,4/9/2023,5:28:36,25.79,7.78,11.754,1481,,,
2241,4/9/2023,5:23:36,25.79,7.77,10.434,1481,,,
2242,4/9/2023,5:18:36,25.82,7.77,11.644,1481,,,
2243,4/9/2023,5:13:36,25.75,7.81,11.71,1481,,,
2244,4/9/2023,5:08:36,26.24,7.8,11.396,1485,,,
2245,4/9/2023,5:03:36,25.72,7.76,10.733,1481,,,
2246,4/9/2023,4:58:36,26.01,7.81,11.71,1492,,,
2247,4/9/2023,4:53:36,25.96,7.78,10.864,1481,,,
2248,4/9/2023,4:48:36,25.82,7.78,11.442,1485,,,
2249,4/9/2023,4:43:36,25.91,7.78,10.944,1485,,,
2250,4/9/2023,4:38:36,25.89,7.79,11.602,1485,,,
2251,4/9/2023,4:33:36,25.97,7.76,11.243,1481,,,
2252,4/9/2023,4:28:36,25.92,7.78,10.843,1481,,,
2253,4/9/2023,4:23:36,25.83,7.76,10.973,1485,,,
2254,4/9/2023,4:18:36,25.85,7.81,11.309,1481,,,
2255,4/9/2023,4:13:36,25.94,7.77,11.061,1481,,,
2256,4/9/2023,4:08:36,25.98,7.77,11.177,1481,,,
2257,4/9/2023,4:03:36,26.02,7.81,11.884,1481,,,
2258,4/9/2023,3:58:36,26.09,7.76,11.403,1481,,,
2259,4/9/2023,3:53:36,25.9,7.77,11.572,1481,,,
2260,4/9/2023,3:43:36,25.98,7.78,10.674,1481,,,
2261,4/9/2023,3:38:36,26,7.77,10.69,1481,,,
2262,4/9/2023,3:33:36,26.07,7.79,10.586,1481,,,
2263,4/9/2023,3:28:36,26.04,7.79,11.615,1481,,,
2264,4/9/2023,3:23:36,25.85,7.78,11.061,1481,,,
2265,4/9/2023,3:18:36,26.02,7.79,11.578,1481,,,
2266,4/9/2023,3:13:36,26.06,7.81,11.768,1488,,,
2267,4/9/2023,3:08:36,26.09,7.79,11.192,1481,,,
2268,4/9/2023,2:58:36,25.89,7.8,11.221,1475,,,
2269,4/9/2023,2:53:36,25.88,7.77,11.762,1475,,,
2270,4/9/2023,2:48:36,26.13,7.79,10.644,1475,,,
2271,4/9/2023,2:43:36,26.19,7.8,11.928,1475,,,
2272,4/9/2023,2:38:36,26.12,7.78,10.98,1475,,,
2273,4/9/2023,2:33:36,26.18,7.8,11.258,1482,,,
2274,4/9/2023,2:28:36,26.1,7.79,10.754,1475,,,
2275,4/9/2023,2:23:36,26.16,7.78,10.506,1475,,,
2276,4/9/2023,2:18:36,26.08,7.82,11.789,1481,,,
2277,4/9/2023,2:13:36,26,7.8,11.381,1475,,,
2278,4/9/2023,2:08:36,26.09,7.83,11.148,1475,,,
2279,4/9/2023,2:03:36,26.14,7.82,10.674,1481,,,
2280,4/9/2023,1:58:36,26.02,7.78,11.607,1481,,,
2281,4/9/2023,1:53:36,26.12,7.8,10.47,1482,,,
2282,4/9/2023,1:48:36,25.49,7.79,11.594,1475,,,
2283,4/9/2023,1:43:36,26.07,7.76,11.367,1475,,,
2284,4/9/2023,1:38:36,26.16,7.82,11.097,1481,,,
2285,4/9/2023,1:33:36,26.24,7.78,11.373,1481,,,
2286,4/9/2023,1:28:36,26.15,7.81,10.55,1488,,,
2287,4/9/2023,1:18:36,25.99,7.79,10.856,1481,,,
2288,4/9/2023,1:13:36,26.21,7.83,10.98,1482,,,
2289,4/9/2023,1:08:36,26.04,7.8,11.636,1481,,,
2290,4/9/2023,1:03:36,26.25,7.82,10.739,1475,,,
2291,4/9/2023,0:58:36,26.34,7.83,11.227,1481,,,
2292,4/9/2023,0:53:36,26.25,7.79,10.894,1481,,,
2293,4/9/2023,0:48:36,26.22,7.81,10.892,1481,,,
2294,4/9/2023,0:43:36,26.26,7.77,10.696,1475,,,
2295,4/9/2023,0:38:35,26.27,7.81,11.739,1481,,,
2296,4/9/2023,0:33:36,26.18,7.79,10.47,1481,,,
2297,4/9/2023,0:28:36,26.18,7.81,11.06,1481,,,
2298,4/9/2023,0:23:36,26.51,7.78,11.257,1488,,,
2299,4/9/2023,0:18:36,26.21,7.83,10.608,1481,,,
2300,4/9/2023,0:13:36,26.23,7.83,9.368,1488,,,
2301,4/9/2023,0:08:36,26.27,7.79,10.52,1481,,,
2302,4/9/2023,0:03:36,26.22,7.82,11.023,1482,,,
2303,3/9/2023,23:58:36,26.28,7.83,11.06,1481,,,
2304,3/9/2023,23:53:36,26.29,7.83,11.111,1488,,,
2305,3/9/2023,23:48:36,26.27,7.83,11.286,1488,,,
2306,3/9/2023,23:43:36,26.12,7.82,10.426,1488,,,
2307,3/9/2023,23:38:36,26.31,7.83,10.863,1488,,,
2308,3/9/2023,23:33:36,26.56,7.81,11.73,1488,,,
2309,3/9/2023,23:28:36,26.34,7.84,10.184,1475,,,
2310,3/9/2023,23:23:36,26.66,7.83,11.547,1488,,,
2311,3/9/2023,23:18:36,26.48,7.81,11.397,1488,,,
2312,3/9/2023,23:13:36,26.78,7.87,10.994,1488,,,
2313,3/9/2023,23:08:36,26.35,7.85,10.965,1475,,,
2314,3/9/2023,23:03:36,26.4,7.86,11.972,1482,,,
2315,3/9/2023,22:58:36,26.4,7.84,10.448,1482,,,
2316,3/9/2023,22:53:36,26.49,7.87,11.526,1482,,,
2317,3/9/2023,22:43:36,26.47,7.9,10.622,1482,,,
2318,3/9/2023,22:38:36,26.41,7.85,11.008,1482,,,
2319,3/9/2023,22:33:36,26.59,7.83,10.089,1482,,,
2320,3/9/2023,22:28:36,26.39,7.86,10.885,1482,,,
2321,3/9/2023,22:23:36,26.47,7.83,11.606,1482,,,
2322,3/9/2023,22:18:36,26.55,7.87,10.986,1482,,,
2323,3/9/2023,22:13:36,26.51,7.86,11.052,1488,,,
2324,3/9/2023,22:08:36,26.55,7.89,11.125,1482,,,
2325,3/9/2023,22:03:36,26.67,7.87,11.066,1482,,,
2326,3/9/2023,21:58:36,26.3,7.9,10.87,1482,,,
2327,3/9/2023,21:53:36,26.62,7.86,10.235,1482,,,
2328,3/9/2023,21:48:36,26.75,7.9,10.796,1482,,,
2329,3/9/2023,21:43:36,26.64,7.92,10.899,1482,,,
2330,3/9/2023,21:38:44,26.52,7.88,10.716,1482,,,
2331,3/9/2023,21:33:36,26.73,7.93,10.584,1478,,,
2332,3/9/2023,21:28:36,26.57,7.93,10.949,1478,,,
2333,3/9/2023,21:23:36,26.59,7.91,10.198,1482,,,
2334,3/9/2023,21:18:36,26.62,7.9,11.095,1482,,,
2335,3/9/2023,21:13:36,26.72,7.93,11.365,1482,,,
2336,3/9/2023,21:08:36,26.67,7.93,11.264,1482,,,
2337,3/9/2023,21:03:36,27.09,7.98,10.817,1482,,,
2338,3/9/2023,20:58:36,26.81,7.92,10.336,1482,,,
2339,3/9/2023,20:53:36,26.83,7.97,10.482,1482,,,
2340,3/9/2023,20:48:36,26.74,7.94,10.753,1482,,,
2341,3/9/2023,20:43:36,26.65,7.97,10.892,1488,,,
2342,3/9/2023,20:38:36,26.68,7.94,10.716,1482,,,
2343,3/9/2023,20:33:36,26.75,7.96,10.963,1482,,,
2344,3/9/2023,20:28:36,26.74,7.96,11.46,1489,,,
2345,3/9/2023,20:23:36,26.8,7.99,10.919,1489,,,
2346,3/9/2023,20:18:36,26.74,8,11.693,1489,,,
2347,3/9/2023,20:13:40,26.1,8.04,11.417,1482,,,
2348,3/9/2023,20:08:36,26.87,8.01,10.577,1489,,,
2349,3/9/2023,20:03:36,26.75,8.03,10.862,1489,,,
2350,3/9/2023,19:58:36,27.13,8.03,10.693,1485,,,
2351,3/9/2023,19:53:36,26.83,8.05,11.182,1489,,,
2352,3/9/2023,19:48:36,27.46,8.11,11.203,1489,,,
2353,3/9/2023,19:43:36,26.83,8.07,11.715,1489,,,
2354,3/9/2023,19:38:36,26.98,8.11,11.956,1482,,,
2355,3/9/2023,19:33:36,26.88,8.14,10.679,1485,,,
2356,3/9/2023,19:28:36,26.98,8.13,11.028,1489,,,
2357,3/9/2023,19:23:36,26.88,8.16,11.502,1485,,,
2358,3/9/2023,19:18:36,26.94,8.2,11.43,1489,,,
2359,3/9/2023,19:13:36,26.78,8.18,9.468,1489,,,
2360,3/9/2023,19:08:36,26.92,8.2,9.337,1489,,,
2361,3/9/2023,19:03:36,26.94,8.24,11.532,1489,,,
2362,3/9/2023,18:58:36,27.02,8.25,11.685,1489,,,
2363,3/9/2023,18:53:36,26.97,8.24,11.4,1497,,,
2364,3/9/2023,18:48:36,26.95,8.31,11.773,1497,,,
2365,3/9/2023,18:43:36,26.9,8.3,11.518,1489,,,
2366,3/9/2023,18:33:36,26.95,8.35,9.446,1497,,,
2367,3/9/2023,18:28:36,27.02,8.35,10.847,1497,,,
2368,3/9/2023,18:23:36,26.9,8.39,11.612,1489,,,
2369,3/9/2023,18:18:36,27.08,8.41,12.008,1489,,,
2370,3/9/2023,18:13:36,26.92,8.43,11.773,1489,,,
2371,3/9/2023,18:08:35,27.07,8.46,11.985,1485,,,
2372,3/9/2023,18:03:36,26.97,8.48,11.225,1492,,,
2373,3/9/2023,17:58:36,26.99,8.5,12.603,1492,,,
2374,3/9/2023,17:53:36,27.41,8.5,11.969,1492,,,
2375,3/9/2023,17:48:36,26.96,8.58,11.721,1492,,,
2376,3/9/2023,17:43:36,26.95,8.57,12.421,1492,,,
2377,3/9/2023,17:38:36,27,8.6,12.195,1492,,,
2378,3/9/2023,17:28:36,26.99,8.6,12.824,1492,,,
2379,3/9/2023,17:23:36,26.84,8.68,12.727,1492,,,
2380,3/9/2023,17:18:36,26.97,8.6,13.442,1497,,,
2381,3/9/2023,17:13:35,26.67,8.71,13.16,1492,,,
2382,3/9/2023,17:08:36,27.11,8.7,13.171,1492,,,
2383,3/9/2023,17:03:36,27.04,8.71,12.843,1497,,,
2384,3/9/2023,16:58:36,27.05,8.77,13.07,1497,,,
2385,3/9/2023,16:53:36,27.04,8.73,13.653,1497,,,
2386,3/9/2023,16:43:36,27.15,8.8,13.31,1497,,,
2387,3/9/2023,16:38:36,27.07,8.81,14.355,1492,,,
2388,3/9/2023,16:33:36,27.11,8.84,13.266,1497,,,
2389,3/9/2023,16:28:36,26.94,8.82,13.721,1492,,,
2390,3/9/2023,16:23:36,26.96,8.85,13.967,1497,,,
2391,3/9/2023,16:18:36,27.08,8.84,13.58,1500,,,
2392,3/9/2023,16:13:36,27.16,8.89,14.085,1492,,,
2393,3/9/2023,16:08:36,27.12,8.87,14.411,1500,,,
2394,3/9/2023,16:03:35,27.16,8.91,14.113,1492,,,
2395,3/9/2023,15:58:36,27.23,8.92,13.842,1492,,,
2396,3/9/2023,15:53:36,27.2,8.92,14.243,1504,,,
2397,3/9/2023,15:48:36,27.12,8.92,14.979,1492,,,
2398,3/9/2023,15:43:36,27.13,8.95,14.768,1492,,,
2399,3/9/2023,15:38:35,26.97,8.97,15.468,1492,,,
2400,3/9/2023,15:33:36,27.04,9.01,14.943,1492,,,
2401,3/9/2023,15:23:36,27.08,9,15.57,1492,,,
2402,3/9/2023,15:18:36,27.22,9,15.001,1497,,,
2403,3/9/2023,15:13:35,27.03,9.01,15.731,1497,,,
2404,3/9/2023,15:08:36,26.62,8.97,14.835,1497,,,
2405,3/9/2023,15:03:36,27.17,8.99,15.037,1497,,,
2406,3/9/2023,14:58:40,27.11,9,14.928,1497,,,
2407,3/9/2023,14:53:35,27.17,9.02,15.628,1497,,,
2408,3/9/2023,14:48:35,27.16,8.99,15.868,1497,,,
2409,3/9/2023,14:43:36,27.15,8.99,15.737,1497,,,
2410,3/9/2023,14:38:36,27.13,8.99,15.832,1502,,,
2411,3/9/2023,14:33:36,27.04,8.98,15.709,1497,,,
2412,3/9/2023,14:28:36,27.02,9.01,16.445,1497,,,
2413,3/9/2023,14:18:36,26.93,8.96,15.578,1502,,,
2414,3/9/2023,14:13:36,27.07,8.95,15.716,1489,,,
2415,3/9/2023,14:08:36,26.99,9.01,16.635,1495,,,
2416,3/9/2023,14:03:36,27.06,9,15.42,1489,,,
2417,3/9/2023,13:58:36,27.15,9.02,16.051,1495,,,
2418,3/9/2023,13:53:36,27.08,8.91,15.774,1495,,,
2419,3/9/2023,13:48:36,26.93,8.92,16.253,1495,,,
2420,3/9/2023,13:38:36,26.99,8.89,15.607,1502,,,
2421,3/9/2023,13:28:36,27,8.85,16.525,1502,,,
2422,3/9/2023,13:23:36,26.81,8.86,15.509,1502,,,
2423,3/9/2023,13:18:36,26.95,8.84,16.686,1497,,,
2424,3/9/2023,13:13:36,26.81,8.85,16.825,1497,,,
2425,3/9/2023,13:08:35,26.92,8.82,15.512,1502,,,
2426,3/9/2023,13:03:36,26.97,8.81,16.038,1508,,,
2427,3/9/2023,12:58:36,26.89,8.76,16.992,1508,,,
2428,3/9/2023,12:53:38,26.9,8.79,15.174,1501,,,
2429,3/9/2023,12:48:36,26.77,8.78,16.439,1505,,,
2430,3/9/2023,12:43:36,27.24,8.75,15.87,1511,,,
2431,3/9/2023,12:38:35,26.71,8.8,15.827,1518,,,
2432,3/9/2023,12:33:36,26.61,8.72,16.009,1518,,,
2433,3/9/2023,12:28:35,26.66,8.74,17.718,1523,,,
2434,3/9/2023,12:23:35,26.74,8.7,15.156,1523,,,
2435,3/9/2023,12:18:36,26.51,8.72,15.255,1523,,,
2436,3/9/2023,12:13:36,26.57,8.65,15.776,1523,,,
2437,3/9/2023,12:08:36,26.47,8.72,16.024,1529,,,
2438,3/9/2023,12:03:36,26.6,8.7,15.903,1529,,,
2439,3/9/2023,11:58:36,26.47,8.65,15.135,1529,,,
2440,3/9/2023,11:53:36,26.21,8.66,15.975,1529,,,
2441,3/9/2023,11:48:36,26.46,8.64,15.937,1521,,,
2442,3/9/2023,11:43:36,26.45,8.6,15.792,1521,,,
2443,3/9/2023,11:33:35,26.26,8.6,15.705,1527,,,
2444,3/9/2023,11:28:35,26.13,8.62,15.917,1520,,,
2445,3/9/2023,11:23:36,26.24,8.58,15.486,1520,,,
2446,3/9/2023,11:18:36,26.23,8.58,15.646,1520,,,
2447,3/9/2023,11:13:36,26.19,8.57,15.719,1520,,,
2448,3/9/2023,11:08:36,26.35,8.53,15.987,1520,,,
2449,3/9/2023,11:03:35,26.02,8.55,15.596,1520,,,
2450,3/9/2023,10:58:36,25.9,8.53,15.174,1514,,,
2451,3/9/2023,10:53:35,26.07,8.49,15.144,1520,,,
2452,3/9/2023,10:48:36,26.03,8.49,14.52,1520,,,
2453,3/9/2023,10:43:36,25.94,8.44,14.59,1512,,,
2454,3/9/2023,10:38:36,25.91,8.42,14.853,1512,,,
2455,3/9/2023,10:33:36,26.03,8.43,14.181,1512,,,
2456,3/9/2023,10:23:36,25.84,8.39,14.773,1512,,,
2457,3/9/2023,10:18:36,25.97,8.36,14.349,1512,,,
2458,3/9/2023,10:13:36,25.82,8.37,15.306,1512,,,
2459,3/9/2023,10:08:36,25.67,8.33,14.876,1512,,,
2460,3/9/2023,9:58:35,25.61,8.3,14.817,1512,,,
2461,3/9/2023,9:53:36,25.62,8.29,14.533,1512,,,
2462,3/9/2023,9:48:36,25.7,8.25,14.066,1512,,,
2463,3/9/2023,9:43:36,25.58,8.28,13.133,1505,,,
2464,3/9/2023,9:38:35,25.64,8.23,14.146,1505,,,
2465,3/9/2023,9:33:35,25.63,8.17,14.183,1503,,,
2466,3/9/2023,9:28:35,25.43,8.15,13.746,1505,,,
2467,3/9/2023,9:23:35,25.64,8.16,14.059,1499,,,
2468,3/9/2023,9:18:36,25.55,8.13,13.799,1499,,,
2469,3/9/2023,9:13:35,25.44,8.14,13.724,1499,,,
2470,3/9/2023,9:08:36,25.62,8.13,13.519,1499,,,
2471,3/9/2023,9:03:35,25.37,8.12,12.601,1503,,,
2472,3/9/2023,8:58:36,25.48,8.03,13.017,1499,,,
2473,3/9/2023,8:53:35,25.4,8.06,13.097,1499,,,
2474,3/9/2023,8:48:36,25.45,8.06,12.646,1503,,,
2475,3/9/2023,8:43:35,25.5,8.02,12.528,1499,,,
2476,3/9/2023,8:38:36,25.45,8.02,12.645,1499,,,
2477,3/9/2023,8:33:35,25.28,8.01,14.053,1496,,,
2478,3/9/2023,8:28:35,25.38,7.98,12.689,1496,,,
2479,3/9/2023,8:23:36,25.43,7.96,12.776,1496,,,
2480,3/9/2023,8:18:36,25.45,7.97,12.987,1497,,,
2481,3/9/2023,8:13:35,25.41,7.94,12.061,1496,,,
2482,3/9/2023,8:08:36,25.27,7.93,11.734,1496,,,
2483,3/9/2023,8:03:35,25.4,7.91,11.609,1492,,,
2484,3/9/2023,7:58:36,25.43,7.85,11.93,1496,,,
2485,3/9/2023,7:53:36,25.4,7.89,11.843,1492,,,
2486,3/9/2023,7:48:35,25.23,7.86,11.887,1503,,,
2487,3/9/2023,7:43:36,25.36,7.81,11.733,1492,,,
2488,3/9/2023,7:38:36,25.39,7.84,11.755,1492,,,
2489,3/9/2023,7:33:36,25.46,7.81,11.514,1492,,,
2490,3/9/2023,7:28:35,25.29,7.78,11.58,1496,,,
2491,3/9/2023,7:23:40,25.34,7.82,11.412,1492,,,
2492,3/9/2023,7:18:36,25.53,7.76,11.311,1496,,,
2493,3/9/2023,7:13:36,25.38,7.77,10.852,1492,,,
2494,3/9/2023,7:08:35,25.38,7.77,10.085,1492,,,
2495,3/9/2023,7:03:35,25.38,7.78,10.493,1492,,,
2496,3/9/2023,6:58:36,25.31,7.77,10.836,1492,,,
2497,3/9/2023,6:53:36,25.36,7.76,10.807,1492,,,
2498,3/9/2023,6:48:36,25.29,7.75,9.837,1492,,,
2499,3/9/2023,6:43:36,25.42,7.77,10.472,1492,,,
2500,3/9/2023,6:38:35,25.29,7.75,9.874,1492,,,
2501,3/9/2023,6:33:35,25.32,7.75,10.639,1492,,,
2502,3/9/2023,6:28:36,25.41,7.76,10.756,1492,,,
2503,3/9/2023,6:23:35,25.31,7.73,10.72,1499,,,
